Date,Volume,Adj Close,Stock,Exchange
7/24/2020,185438800,92.15138245,AAPL,NYSE
7/27/2020,121214000,94.33539581,AAPL,NYSE
7/28/2020,103625600,92.78570557,AAPL,NYSE
7/29/2020,90329200,94.56424713,AAPL,NYSE
7/30/2020,158130000,95.70849609,AAPL,NYSE
7/31/2020,374336800,105.7280884,AAPL,NYSE
8/3/2020,308151200,108.3921814,AAPL,NYSE
8/4/2020,173071600,109.1160431,AAPL,NYSE
8/5/2020,121992000,109.5115509,AAPL,NYSE
8/6/2020,202428800,113.3323288,AAPL,NYSE
8/7/2020,198045600,110.7556381,AAPL,NYSE
8/10/2020,212403600,112.365448,AAPL,NYSE
8/11/2020,187902400,109.0237045,AAPL,NYSE
8/12/2020,165944800,112.6470413,AAPL,NYSE
8/13/2020,210082000,114.6406097,AAPL,NYSE
8/14/2020,165565200,114.5384445,AAPL,NYSE
8/17/2020,119561600,114.2394028,AAPL,NYSE
8/18/2020,105633600,115.1913376,AAPL,NYSE
8/19/2020,145538000,115.3358688,AAPL,NYSE
8/20/2020,126907200,117.8951263,AAPL,NYSE
8/21/2020,338054800,123.9705505,AAPL,NYSE
8/24/2020,345937600,125.45327,AAPL,NYSE
8/25/2020,211495600,124.4240875,AAPL,NYSE
8/26/2020,163022400,126.1161346,AAPL,NYSE
8/27/2020,155552400,124.6084976,AAPL,NYSE
8/28/2020,187630000,124.4066467,AAPL,NYSE
8/31/2020,225702700,128.6255493,AAPL,NYSE
9/1/2020,152470100,133.7490387,AAPL,NYSE
9/2/2020,200119000,130.9779663,AAPL,NYSE
9/3/2020,257599600,120.4917526,AAPL,NYSE
9/4/2020,332607200,120.5715027,AAPL,NYSE
9/8/2020,231366600,112.4576492,AAPL,NYSE
9/9/2020,176940500,116.9431915,AAPL,NYSE
9/10/2020,182274400,113.1254959,AAPL,NYSE
9/11/2020,180860300,111.6402817,AAPL,NYSE
9/14/2020,140150100,114.9894867,AAPL,NYSE
9/15/2020,184642000,115.1689148,AAPL,NYSE
9/16/2020,154679000,111.7698593,AAPL,NYSE
9/17/2020,178011000,109.985611,AAPL,NYSE
9/18/2020,287104900,106.4968491,AAPL,NYSE
9/21/2020,195713800,109.7264481,AAPL,NYSE
9/22/2020,183055400,111.450882,AAPL,NYSE
9/23/2020,150718700,106.7759628,AAPL,NYSE
9/24/2020,167743300,107.8724213,AAPL,NYSE
9/25/2020,149981400,111.9193726,AAPL,NYSE
9/28/2020,137672400,114.5907669,AAPL,NYSE
9/29/2020,99382200,113.7235641,AAPL,NYSE
9/30/2020,142675200,115.4380417,AAPL,NYSE
10/1/2020,116120400,116.4148941,AAPL,NYSE
10/2/2020,144712000,112.6570053,AAPL,NYSE
10/5/2020,106243800,116.125824,AAPL,NYSE
10/6/2020,161498200,112.7965546,AAPL,NYSE
10/7/2020,96849000,114.7103882,AAPL,NYSE
10/8/2020,83477200,114.6007385,AAPL,NYSE
10/9/2020,100506900,116.5943146,AAPL,NYSE
10/12/2020,240226800,124.0004578,AAPL,NYSE
10/13/2020,262330500,120.7110443,AAPL,NYSE
10/14/2020,151062300,120.800766,AAPL,NYSE
10/15/2020,112559200,120.3223038,AAPL,NYSE
10/16/2020,115393800,118.6377258,AAPL,NYSE
10/19/2020,120639300,115.6074982,AAPL,NYSE
10/20/2020,124423700,117.1325912,AAPL,NYSE
10/21/2020,89946000,116.4946442,AAPL,NYSE
10/22/2020,101988000,115.3782349,AAPL,NYSE
10/23/2020,82572600,114.670517,AAPL,NYSE
10/26/2020,111850700,114.6804886,AAPL,NYSE
10/27/2020,92276800,116.2255096,AAPL,NYSE
10/28/2020,143937800,110.8428497,AAPL,NYSE
10/29/2020,146129200,114.9496155,AAPL,NYSE
10/30/2020,190272600,108.5103607,AAPL,NYSE
11/2/2020,122866900,108.4206543,AAPL,NYSE
11/3/2020,107624400,110.085289,AAPL,NYSE
11/4/2020,138235500,114.5808029,AAPL,NYSE
11/5/2020,126387100,118.6476974,AAPL,NYSE
11/6/2020,114457900,118.5129089,AAPL,NYSE
11/9/2020,154515300,116.1464386,AAPL,NYSE
11/10/2020,138023400,115.7969666,AAPL,NYSE
11/11/2020,112295000,119.3117065,AAPL,NYSE
11/12/2020,103162300,119.0321274,AAPL,NYSE
11/13/2020,81581900,119.0820541,AAPL,NYSE
11/16/2020,91183000,120.1205063,AAPL,NYSE
11/17/2020,74271000,119.2118607,AAPL,NYSE
11/18/2020,76322100,117.8538895,AAPL,NYSE
11/19/2020,74113000,118.4629822,AAPL,NYSE
11/20/2020,73604300,117.164917,AAPL,NYSE
11/23/2020,127959300,113.6801224,AAPL,NYSE
11/24/2020,113874200,114.9981537,AAPL,NYSE
11/25/2020,76499200,115.8568726,AAPL,NYSE
11/27/2020,46691300,116.4160309,AAPL,NYSE
11/30/2020,169410200,118.8723679,AAPL,NYSE
12/1/2020,128166800,122.5368958,AAPL,NYSE
12/2/2020,89004200,122.8963547,AAPL,NYSE
12/3/2020,78967600,122.7565689,AAPL,NYSE
12/4/2020,78260400,122.0675964,AAPL,NYSE
12/7/2020,86712000,123.5653534,AAPL,NYSE
12/8/2020,82225500,124.1944122,AAPL,NYSE
12/9/2020,115089200,121.5982895,AAPL,NYSE
12/10/2020,81312200,123.0561142,AAPL,NYSE
12/11/2020,86939800,122.227356,AAPL,NYSE
12/14/2020,79184500,121.5982895,AAPL,NYSE
12/15/2020,157572300,127.6891861,AAPL,NYSE
12/16/2020,98208600,127.6192932,AAPL,NYSE
12/17/2020,94359800,128.5079651,AAPL,NYSE
12/18/2020,192541500,126.4710159,AAPL,NYSE
12/21/2020,121251600,128.0386658,AAPL,NYSE
12/22/2020,168904800,131.6832275,AAPL,NYSE
12/23/2020,88223700,130.7646027,AAPL,NYSE
12/24/2020,54930100,131.7730865,AAPL,NYSE
12/28/2020,124486200,136.4860535,AAPL,NYSE
12/29/2020,121047300,134.6687622,AAPL,NYSE
12/30/2020,96452100,133.5204773,AAPL,NYSE
12/31/2020,99116600,132.4920197,AAPL,NYSE
1/4/2021,143301900,129.2169189,AAPL,NYSE
1/5/2021,97664900,130.8145142,AAPL,NYSE
1/6/2021,155088000,126.4111023,AAPL,NYSE
1/7/2021,109578200,130.7246552,AAPL,NYSE
1/8/2021,105158200,131.8529663,AAPL,NYSE
1/11/2021,100620900,128.7875519,AAPL,NYSE
1/12/2021,91951100,128.6078186,AAPL,NYSE
1/13/2021,88636800,130.6947021,AAPL,NYSE
1/14/2021,90221800,128.7176666,AAPL,NYSE
1/15/2021,111598500,126.9502945,AAPL,NYSE
1/19/2021,90757300,127.639267,AAPL,NYSE
1/20/2021,104319500,131.8329926,AAPL,NYSE
1/21/2021,120529500,136.6657715,AAPL,NYSE
1/22/2021,114459400,138.8625031,AAPL,NYSE
1/25/2021,157611700,142.7067566,AAPL,NYSE
1/26/2021,98390600,142.9463959,AAPL,NYSE
1/27/2021,140843800,141.8480377,AAPL,NYSE
1/28/2021,142621100,136.8854523,AAPL,NYSE
1/29/2021,177180600,131.7631073,AAPL,NYSE
2/1/2021,106239800,133.9398499,AAPL,NYSE
2/2/2021,83305400,134.7885895,AAPL,NYSE
2/3/2021,89880900,133.7401581,AAPL,NYSE
2/4/2021,84183100,137.1849976,AAPL,NYSE
2/5/2021,75524000,136.7599945,AAPL,NYSE
2/8/2021,71297200,136.9100037,AAPL,NYSE
2/9/2021,76774200,136.0099945,AAPL,NYSE
2/10/2021,73046600,135.3899994,AAPL,NYSE
2/11/2021,64154400,135.1300049,AAPL,NYSE
2/12/2021,60029300,135.3699951,AAPL,NYSE
2/16/2021,80576300,133.1900024,AAPL,NYSE
2/17/2021,97918500,130.8399963,AAPL,NYSE
2/18/2021,96856700,129.7100067,AAPL,NYSE
2/19/2021,87668800,129.8699951,AAPL,NYSE
2/22/2021,103916400,126,AAPL,NYSE
2/23/2021,158273000,125.8600006,AAPL,NYSE
2/24/2021,111039900,125.3499985,AAPL,NYSE
2/25/2021,148199500,120.9899979,AAPL,NYSE
2/26/2021,164320000,121.2600021,AAPL,NYSE
3/1/2021,115998300,127.7900009,AAPL,NYSE
3/2/2021,102015300,125.1200027,AAPL,NYSE
3/3/2021,112430400,122.0599976,AAPL,NYSE
3/4/2021,177275300,120.1299973,AAPL,NYSE
3/5/2021,153590400,121.4199982,AAPL,NYSE
3/8/2021,153918600,116.3600006,AAPL,NYSE
3/9/2021,129159600,121.0899963,AAPL,NYSE
3/10/2021,111760400,119.9800034,AAPL,NYSE
3/11/2021,102753600,121.9599991,AAPL,NYSE
3/12/2021,87963400,121.0299988,AAPL,NYSE
3/15/2021,92403800,123.9899979,AAPL,NYSE
3/16/2021,114740000,125.5699997,AAPL,NYSE
3/17/2021,111437500,124.7600021,AAPL,NYSE
3/18/2021,121229700,120.5299988,AAPL,NYSE
3/19/2021,185023200,119.9899979,AAPL,NYSE
3/22/2021,111912300,123.3899994,AAPL,NYSE
3/23/2021,95467100,122.5400009,AAPL,NYSE
3/24/2021,88322700,120.0899963,AAPL,NYSE
3/25/2021,43816830,119.8600998,AAPL,NYSE
1/2/2020,3148600,126.9752045,IBM,NYSE
1/3/2020,2373700,125.9625397,IBM,NYSE
1/6/2020,2425500,125.7375259,IBM,NYSE
1/7/2020,3090800,125.821907,IBM,NYSE
1/8/2020,4346000,126.8720551,IBM,NYSE
1/9/2020,3730600,128.2128906,IBM,NYSE
1/10/2020,3255400,128.1660004,IBM,NYSE
1/13/2020,3531000,128.0816345,IBM,NYSE
1/14/2020,3681000,127.3502579,IBM,NYSE
1/15/2020,4045900,128.1003571,IBM,NYSE
1/16/2020,4320900,129.3755646,IBM,NYSE
1/17/2020,5623300,129.6849823,IBM,NYSE
1/21/2020,7244100,130.4913635,IBM,NYSE
1/22/2020,16470400,134.9170074,IBM,NYSE
1/23/2020,5657800,133.9606171,IBM,NYSE
1/24/2020,5580200,131.7946625,IBM,NYSE
1/27/2020,4166600,129.975647,IBM,NYSE
1/28/2020,3451600,130.8476563,IBM,NYSE
1/29/2020,3053800,129.103653,IBM,NYSE
1/30/2020,5057900,128.2410126,IBM,NYSE
1/31/2020,18994600,134.766983,IBM,NYSE
2/3/2020,8887500,137.1486053,IBM,NYSE
2/4/2020,5621000,139.8114929,IBM,NYSE
2/5/2020,14386800,146.5812531,IBM,NYSE
2/6/2020,8400500,146.984436,IBM,NYSE
2/7/2020,6423400,145.3453827,IBM,NYSE
2/10/2020,5239800,146.3117523,IBM,NYSE
2/11/2020,3835100,145.4116821,IBM,NYSE
2/12/2020,4437800,147.1455078,IBM,NYSE
2/13/2020,3820700,146.1980591,IBM,NYSE
2/14/2020,6099200,142.7778473,IBM,NYSE
2/18/2020,3343000,143.1568146,IBM,NYSE
2/19/2020,2732900,142.9294281,IBM,NYSE
2/20/2020,2880500,143.2704926,IBM,NYSE
2/21/2020,3536900,141.9630432,IBM,NYSE
2/24/2020,5452400,138.7322998,IBM,NYSE
2/25/2020,6211500,134.2604523,IBM,NYSE
2/26/2020,5407900,132.4034729,IBM,NYSE
2/27/2020,8421100,126.1125412,IBM,NYSE
2/28/2020,13012200,123.3081284,IBM,NYSE
3/2/2020,8531400,127.2399902,IBM,NYSE
3/3/2020,7896100,122.123848,IBM,NYSE
3/4/2020,4996400,127.1641922,IBM,NYSE
3/5/2020,5446200,122.7396774,IBM,NYSE
3/6/2020,8193300,121.015358,IBM,NYSE
3/9/2020,10757500,111.6168365,IBM,NYSE
3/10/2020,11410700,118.2109604,IBM,NYSE
3/11/2020,8446500,111.768425,IBM,NYSE
3/12/2020,12512700,97.40537262,IBM,NYSE
3/13/2020,12502100,102.2751694,IBM,NYSE
3/16/2020,10568000,93.87145996,IBM,NYSE
3/17/2020,9258300,101.0435104,IBM,NYSE
3/18/2020,8772500,98.10647583,IBM,NYSE
3/19/2020,8396500,95.06521606,IBM,NYSE
3/20/2020,10546500,90.37543488,IBM,NYSE
3/23/2020,9729400,89.7880249,IBM,NYSE
3/24/2020,7973900,99.93502045,IBM,NYSE
3/25/2020,8654000,100.2855606,IBM,NYSE
3/26/2020,7153500,106.9554749,IBM,NYSE
3/27/2020,6423000,102.3509598,IBM,NYSE
3/30/2020,5564500,106.9933777,IBM,NYSE
3/31/2020,6343300,105.0985184,IBM,NYSE
4/1/2020,6112900,99.61289215,IBM,NYSE
4/2/2020,6328700,104.2173996,IBM,NYSE
4/3/2020,4538800,100.7498016,IBM,NYSE
4/6/2020,7034200,108.7840195,IBM,NYSE
4/7/2020,5595300,108.8977127,IBM,NYSE
4/8/2020,5158600,113.0190353,IBM,NYSE
4/9/2020,5576800,115.1128616,IBM,NYSE
4/13/2020,5119700,114.7812576,IBM,NYSE
4/14/2020,5088700,117.3961639,IBM,NYSE
4/15/2020,5637300,112.4505768,IBM,NYSE
4/16/2020,6457600,109.6461792,IBM,NYSE
4/17/2020,4966000,113.8054047,IBM,NYSE
4/20/2020,8181700,114.080162,IBM,NYSE
4/21/2020,14349000,110.6220398,IBM,NYSE
4/22/2020,7087900,113.0379791,IBM,NYSE
4/23/2020,6881600,114.9707413,IBM,NYSE
4/24/2020,4987300,118.1635818,IBM,NYSE
4/27/2020,4923800,119.3005066,IBM,NYSE
4/28/2020,4778100,119.632103,IBM,NYSE
4/29/2020,5257600,121.9248886,IBM,NYSE
4/30/2020,6635800,118.9594193,IBM,NYSE
5/1/2020,4925500,115.4634094,IBM,NYSE
5/4/2020,4017900,115.2833939,IBM,NYSE
5/5/2020,3899400,116.1360779,IBM,NYSE
5/6/2020,3864600,116.6950607,IBM,NYSE
5/7/2020,4412600,116.3974304,IBM,NYSE
5/8/2020,5003900,118.087265,IBM,NYSE
5/11/2020,3535300,117.7032013,IBM,NYSE
5/12/2020,4784500,115.4660873,IBM,NYSE
5/13/2020,5882800,111.1166763,IBM,NYSE
5/14/2020,5259400,112.2880325,IBM,NYSE
5/15/2020,4786300,112.3168411,IBM,NYSE
5/18/2020,4207600,116.7142715,IBM,NYSE
5/19/2020,3241100,115.4948883,IBM,NYSE
5/20/2020,3840700,116.5414352,IBM,NYSE
5/21/2020,4000900,114.3715363,IBM,NYSE
5/22/2020,4180800,113.6706314,IBM,NYSE
5/26/2020,5469300,116.9062958,IBM,NYSE
5/27/2020,5727500,120.535614,IBM,NYSE
5/28/2020,3915300,119.5658722,IBM,NYSE
5/29/2020,7930500,119.9211349,IBM,NYSE
6/1/2020,2871700,119.9115219,IBM,NYSE
6/2/2020,2978100,120.9772797,IBM,NYSE
6/3/2020,3917700,123.9057007,IBM,NYSE
6/4/2020,3864800,123.7520752,IBM,NYSE
6/5/2020,5892700,126.7957001,IBM,NYSE
6/8/2020,5370500,130.3386078,IBM,NYSE
6/9/2020,5393600,126.6132813,IBM,NYSE
6/10/2020,4734800,124.6930084,IBM,NYSE
6/11/2020,11763600,113.3057861,IBM,NYSE
6/12/2020,6220300,117.0503159,IBM,NYSE
6/15/2020,5149100,116.8006744,IBM,NYSE
6/16/2020,5606700,120.1611557,IBM,NYSE
6/17/2020,3156800,119.2010269,IBM,NYSE
6/18/2020,2865400,119.2106247,IBM,NYSE
6/19/2020,8099000,117.5879898,IBM,NYSE
6/22/2020,4773500,116.2438049,IBM,NYSE
6/23/2020,6632600,114.6499786,IBM,NYSE
6/24/2020,6751000,111.7791595,IBM,NYSE
6/25/2020,6130600,114.2851181,IBM,NYSE
6/26/2020,10750100,112.5184708,IBM,NYSE
6/29/2020,4159500,114.9764175,IBM,NYSE
6/30/2020,3919500,115.9557571,IBM,NYSE
7/1/2020,4655800,113.8146515,IBM,NYSE
7/2/2020,3747000,114.9284058,IBM,NYSE
7/6/2020,4045400,115.39888,IBM,NYSE
7/7/2020,4278100,112.8929214,IBM,NYSE
7/8/2020,5192800,113.0177383,IBM,NYSE
7/9/2020,4763000,111.0974655,IBM,NYSE
7/10/2020,4285700,113.6322327,IBM,NYSE
7/13/2020,4650700,114.4483337,IBM,NYSE
7/14/2020,4534400,115.7925339,IBM,NYSE
7/15/2020,4473400,118.0968628,IBM,NYSE
7/16/2020,4330900,119.0666046,IBM,NYSE
7/17/2020,3984600,120.122757,IBM,NYSE
7/20/2020,9927700,121.3325348,IBM,NYSE
7/21/2020,15364900,121.0348816,IBM,NYSE
7/22/2020,8195400,123.5408401,IBM,NYSE
7/23/2020,4220100,122.2542572,IBM,NYSE
7/24/2020,3531100,120.7756424,IBM,NYSE
7/27/2020,3733400,121.1789017,IBM,NYSE
7/28/2020,4178200,119.5082703,IBM,NYSE
7/29/2020,2832800,120.324379,IBM,NYSE
7/30/2020,3988100,118.0008545,IBM,NYSE
7/31/2020,5277700,118.0392609,IBM,NYSE
8/3/2020,3526100,119.3546448,IBM,NYSE
8/4/2020,3466100,120.8236542,IBM,NYSE
8/5/2020,3675400,120.4491959,IBM,NYSE
8/6/2020,3417100,121.0924911,IBM,NYSE
8/7/2020,3651000,121.5496597,IBM,NYSE
8/10/2020,3968300,123.6409836,IBM,NYSE
8/11/2020,5001200,123.2908173,IBM,NYSE
8/12/2020,3530200,123.2421722,IBM,NYSE
8/13/2020,3171300,121.6177521,IBM,NYSE
8/14/2020,2963400,121.8512039,IBM,NYSE
8/17/2020,3360100,121.0438538,IBM,NYSE
8/18/2020,2882400,121.5107574,IBM,NYSE
8/19/2020,3743900,120.4602356,IBM,NYSE
8/20/2020,2561200,119.7890625,IBM,NYSE
8/21/2020,3385100,119.79879,IBM,NYSE
8/24/2020,4070800,122.2500153,IBM,NYSE
8/25/2020,2977700,121.2384033,IBM,NYSE
8/26/2020,3388300,120.7812195,IBM,NYSE
8/27/2020,3422700,121.2481308,IBM,NYSE
8/28/2020,3099600,121.656662,IBM,NYSE
8/31/2020,4827900,119.9446945,IBM,NYSE
9/1/2020,3155300,120.0322418,IBM,NYSE
9/2/2020,6592400,124.6817856,IBM,NYSE
9/3/2020,5716800,121.0535812,IBM,NYSE
9/4/2020,6018200,118.962265,IBM,NYSE
9/8/2020,5210300,117.9020081,IBM,NYSE
9/9/2020,3770700,118.9233551,IBM,NYSE
9/10/2020,3978400,117.2697449,IBM,NYSE
9/11/2020,3548100,118.1451797,IBM,NYSE
9/14/2020,3641500,118.757988,IBM,NYSE
9/15/2020,2915200,119.0984421,IBM,NYSE
9/16/2020,3788400,120.8298645,IBM,NYSE
9/17/2020,3171300,121.5107574,IBM,NYSE
9/18/2020,5391600,119.4097137,IBM,NYSE
9/21/2020,5311400,116.9682083,IBM,NYSE
9/22/2020,2957800,117.2211151,IBM,NYSE
9/23/2020,3939400,115.5869598,IBM,NYSE
9/24/2020,3546200,114.867157,IBM,NYSE
9/25/2020,2953700,115.7036896,IBM,NYSE
9/28/2020,3509200,118.407814,IBM,NYSE
9/29/2020,2106600,117.6393814,IBM,NYSE
9/30/2020,3261100,118.3494568,IBM,NYSE
10/1/2020,3211700,117.7852859,IBM,NYSE
10/2/2020,2925200,117.27948,IBM,NYSE
10/5/2020,3050500,118.6801758,IBM,NYSE
10/6/2020,3872300,118.6412659,IBM,NYSE
10/7/2020,2815400,120.68396,IBM,NYSE
10/8/2020,25288900,127.9014511,IBM,NYSE
10/9/2020,8353700,124.3024292,IBM,NYSE
10/12/2020,4635100,123.7382584,IBM,NYSE
10/13/2020,5406100,121.6858444,IBM,NYSE
10/14/2020,3730100,122.5029221,IBM,NYSE
10/15/2020,3385300,121.481575,IBM,NYSE
10/16/2020,4710400,122.4931946,IBM,NYSE
10/19/2020,7478700,122.0943756,IBM,NYSE
10/20/2020,21501100,114.1668091,IBM,NYSE
10/21/2020,9755300,111.9198456,IBM,NYSE
10/22/2020,7855800,112.6007462,IBM,NYSE
10/23/2020,3893400,112.834198,IBM,NYSE
10/26/2020,7203400,109.1573563,IBM,NYSE
10/27/2020,5936100,107.5426636,IBM,NYSE
10/28/2020,9427300,103.7393723,IBM,NYSE
10/29/2020,6760200,105.9376984,IBM,NYSE
10/30/2020,7921500,108.612648,IBM,NYSE
11/2/2020,5311500,109.8285294,IBM,NYSE
11/3/2020,4204300,111.0444107,IBM,NYSE
11/4/2020,5800100,108.8460922,IBM,NYSE
11/5/2020,4902200,111.637764,IBM,NYSE
11/6/2020,5249200,110.9276886,IBM,NYSE
